기준시간,원본시간,제목,미리보기
1일 전,7시간 전,엔비디아 'GTC 2025'에 쏠린 눈...젠슨 황 기조연설 시선 집중,"국내 반도체·IT 기업들이 참석한다. 엔비디아의 창업자 겸 CEO인 젠슨 황은 18일 오전 10시(한국시간 19일 오전 2시)에 'AI와 가속 컴퓨팅 기술'을... 이번 행사는 블랙웰의 생산 차질과 중국 AI 스타트업 딥시크의 저비용 고성능 모델 출시에 따른 우려 속에서 진행되며, 미국의 대중국 수출 통제..."
1일 전,7시간 전,"[더벨][Red & Blue]'초전도체 사업 지속' 신성델타테크, 결실 '언제쯤'","당시 신성델타테크는 초전도성을 활용한 상용화 어플리케이션 개발을 통해 2차전지, 반도체 등의 부품 성능개선 및 대체재를 개발하는 것이 목표라고 밝혔습니다. ◇Market View 신성델타테크는 시장에서 관심을 받고 있지 못하는 종목입니다. 최근에 발간된 리포트가 없는데요. 안정적인 실적에도 불구하고..."
1일 전,7시간 전,"이재용 회장 ""삼성 저력 잃었다. 사즉생 각오로 위기 대처해야""",현재 주력 계열사인 삼성전자는 반도체 사업에서 범용(레거시) 메모리의 부진과 고대역폭 메모리(HBM) 납품 지연 등으로 지난해 시장의 기대에 못 미치는... 그룹 전반의 복합 위기 타개를 위해 지난해 말 삼성글로벌리서치 산하에 신설한 경영진단실은 지난 1월 설계를 담당하는 시스템LSI 사업부에...
1일 전,7시간 전,"코스피, 외국인 현·선물 8000억 매수에 장중 2600선 회복","최근 범용 메모리 반도체 가격 반등이 나타나면서 투자심리가 개선된 데 더해, 이날은 외국인 선물 매수에 따른 프로그램 매수가 유입되면서 상승세가 강해진 것으로 보인다. SK하이닉스도 0.73% 상승 중이다. 한화에어로스페이스도 6.38% 상승 중이다. 코스닥은 전일 대비 3.01포인트(0.41%) 오른 737...."
1일 전,7시간 전,'생성AI 탓 인력 감축' 가장 많은 직종은…서비스·물류·HR,"미디어·통신 산업과 반도체, 항공우주 등 '고도 제조업'(advanced industries)도 생성 AI 활용 답변율이 각각 79%로 전체 평균치(71%)를 웃돌았습니다. 반대로 생성 AI를 쓴다는 답변이 적었던 분야로는 '금융'(65%), '보건·제약·의료 상품'(63%), 에너지·소재(59%)가 있었습니다. 업종별 수치가 이처럼 들쭉날쭉한..."
1일 전,7시간 전,"SGC에너지, ""탄소중립 혁신 기술로 온실가스 감축 속도""","여기에 더해, 현재 생산하는 액화탄산의 순도를 한층 높여 반도체급 액화탄산 공급을 위한 설비 고도화도 추진하고 있다. 이 날 김완섭 환경부 장관은 “탄소 포집·활용·저장 기술과 같은 ‘기후테크’는 미래 탄소중립 실현의 핵심 열쇠”라며 “온실가스 감축기술에 설비투자, 규제개선, 연구개발(R..."
1일 전,7시간 전,"[더벨]'경계현 지우기' 나선 삼성, 파운드리 컨트롤 타워 'CP실' 해체","삼성전자가 반도체(DS)부문 파운드리사업부 산하 '코퍼레이트 플래닝(CP)실'을 해체하고 전략마케팅실을 원복했다. CP실은 경계현 삼성전자 고문이... 경 고문은 당시 조직 개편 방향에 대해 ""미래 준비를 위한 혁신을 가속화하고 차세대 성장 동력인 시스템 반도체 사업의 경쟁력을 강화하는 데 초점을..."
1일 전,7시간 전,"삼성자산운용, '삼성글로벌CoreAI목표전환형' 펀드 출시","채권은 단기 우량채권, 채권형 ETF 및 머니마켓 ETF에 투자해 안정성을 확보하고 주식은 반도체/인프라, 소프트웨어, 로보틱스 등 성장성이 높은 AI... 반도체/인프라 분야에서는 AI 반도체 및 데이터센터 인프라 관련 대형주를 중심으로 투자하며 대표 종목으로 엔비디아(Nvidia), 마벨 테크놀로지..."
1일 전,7시간 전,"코스피, 2,600선 돌파 시도…삼성전자 등 반도체주 강세 주도, HLB, 삼천...","특히, 반도체주가 강세를 보이고 있다. 삼성전자는 4% 이상 오르며 시장의 주목을 받고 있으며, SK하이닉스와 한미반도체도 상승세를 보이고 있다. 이는 엔비디아의 개발자 회의 'GTC 2025'에 대한 기대감이 반영된 결과로, 기술주 중심의 뉴욕 증시의 호조와 함께 중국 경기 개선에 대한 긍정적인 전망이..."
1일 전,7시간 전,"""세상 밝히는 등불 같은 사람 꿈꾸죠""","""세상을 밝히는 등불 같은 사람이 되고 싶어요."" 2002년생 유솜이 씨는 경상국립대에서 반도체를 전공하고 최근 졸업했다. '산업의 쌀'이라고 불리는 반도체, 여느 청년이라면 전공을 살려 미래가 유망한 직장에 들어가는 게 1순위 목표일 것. 하지만 유솜이 씨는 청년 불자로서 원대하면서도 따뜻한 꿈을 갖고 있다...."
1일 전,7시간 전,"인천시, 환승 관광 활성화·마이스 전시회 발굴로 관광객 유치",주요 내용은 ▲개별·환승 관광 집중 활성화 ▲웰니스 관광산업 육성 ▲바이오·반도체 등 전략 산업과 연계한 전시회와 대규모 기업 회의 확대... 마이스(MICE) 산업 분야에서도 글로벌 허브로 자리 잡기 위해 정부와 공동으로 바이오·반도체 등 인천 전략 산업과 연계한 전시회를 집중 발굴·개최할...
1일 전,7시간 전,[이 시각 시황] 양자 분야 대규모 R&D…양자전략위원회 출범,"오늘(17일)은 전자제품과 반도체와 반도체 장비, 우주항공과 국방 쪽이 상승률 상위권에 위치해 있습니다. 반면, 도로와 철도운송, 방송과 엔터테인먼트, 석유와 가스 업종은 하락폭이 큰 것으로 집계됩니다. 시장을 주도하는 테마, 종목별 시세 체크하시죠. 양자암호 관련주, 전 거래일 시간 외..."
1일 전,7시간 전,[이춘광의 투자 시선] 하락의 골 깊어졌던 뉴욕증시…살아남은 업종은?,"86% 상승…급락세에서 회복 모색 - 필라델피아 반도체지수, 3.27% 급등 - 변동성 지수(VIX) 11.71% 하락한 21.77 기록 - 美소기업 불확실성, 1973년 이후 두 번째로 높아져 - NFIB, 2월 소기업낙관지수 100.7…두 달 연속 하락 - 美자영업자 불확실성 증가…""경제성장 확신 사라져“ - 금 선물 종가, 온스당 3000달러..."
1일 전,7시간 전,"씨케이솔루션, 코스피 상장…이차전지 드라이룸·냉동공조 사업 확대","또한 액침 냉각 기술을 적용한 냉동공조와 클린룸 분야에서도 입지를 넓혀 데이터센터 방산 반도체 바이오·제약 등 다양한 산업으로 사업을 확대하고 있다. 지난해 3분기 기준 누적 매출액은 1949억원, 영업이익 120억원, 당기순이익 98억원을 기록했다. 김유곤 씨케이솔루션 대표는 ""코스피 상장을..."
1일 전,7시간 전,"""1회 스캔-4종류 촬영""... 뷰웍스, 차세대 자동광학검사 솔루션 공개","반도체 패키징 공정에서의 결함 검출과 PCB 원판 검사 등에 활용 가능하다. 권혁훈 뷰웍스 광영상연구소장(이사)는 ""기존 자동광학검사 설치시 수가지 형태의 결함을 검출하기 위해 다양한 조명과 세팅이 요구됐다""며 ""뷰웍스는 다중 이미지를 획득할 수 있는 카메라를 탑재한 원스톱 머신비전 솔루션..."
1일 전,7시간 전,"국토부, '2025 스마트도시 조성·확산사업' 공모","특히, 올해는 과학기술정보통신부 '온디바이스(On-Device) AI 서비스 실증·확산사업'과 협업으로 진행해, AI 반도체를 활용한 모빌리티, 로봇 등 특화분야 스마트서비스의 도시공간 실증 활성화가 기대된다. 올해는 스마트도시 특화단지 1개소를 선정하고, 사업주체인 관할 지자체(특·광역시, 특별자치시도..."
1일 전,7시간 전,"SK스퀘어 물류 자회사 FSK L&S, 美 '배터리 벨트' 진출","FSK L&S는이와 함께 올해 추진 예정인 중국·북미 반도체 낸드 물류 서비스 등 신규 사업을 발판 삼아 올해 매출과 영업이익 모두 큰 폭으로... 반도체, 정밀 장비, 배터리 등 다양한 제품을 취급한다. 통합 물류 플랫폼 케롤을 통해 물류의 전 과정을 추적하고 데이터화해 화주가 편리하게 관리할 수 있는..."
1일 전,7시간 전,"이재용 회장 ""삼성 생존 위기 직면…사즉생 각오로 위기 대처해야""","이는 HBM 경쟁력 약화, 트럼프 2기 행정부의 반도체 등 관세부과, 중국의 반도체 기술력 성장 등 대내외 불확실성에 따라 ‘삼성 위기론’이 수면 위에 드러남에 따라 경각심을 일깨우기 위한 조치로 해석된다. 17일 재계 및 업계 등에 따르면 삼성은 임원 대상 세미나에서 이러한 내용이 담긴 이재용 회장의..."
1일 전,7시간 전,"Graphtec GL260·GL860, 국내 산업현장에서 빠르게 도입...지니어스인더스...","이 신제품은 연구소, 반도체 제조, 자동차 및 전자 산업 등 정밀 계측이 필수적인 다양한 분야에서 최적의 성능을 발휘하며, 뛰어난 데이터 처리... 현재 지니어스인더스트리는 연구소, 반도체·전자·자동차 제조업체, 공공기관, 대학 등 다양한 분야의 고객들에게 제품을 공급하며, 최적의 기술 지원과..."
1일 전,7시간 전,"미 국무 ""상호관세 후 양자협상 통해 새 협정 체결""…한미 FTA도 영향권","그러면서 “트럼프 대통령이 말하고자 하는 것은 두 가지”라며 “첫째 알루미늄, 철강, 반도체, 자동차 제조 등 핵심 산업에서 트럼프 대통령은 이들 산업을 보호하고 역량을 구축하려면 미국에서 생산할 수 있는 경제적 인센티브를 보장하는 것이라고 믿는다”고 했다. 그는 또 “두 번째는 글로벌이다...."
1일 전,7시간 전,"日, 프랑스와 협력해 희토류 조달…전기차 모터용 광물 확보","일본과 프랑스는 중요 광물의 대부분을 해외에 의존하고 있어 공급 불안정성이 경제적 리스크로 작용한다는 위기감을 공유하고 있다. 희토류는 중국과 북미, 아시아, 호주 등지에 분포해 있으며 첨단반도체, 전기차 등에 쓰이는 필수 광물이다."
1일 전,6시간 전,한투운용 ‘커버드콜ETF’ 성장세…“제로데이트 적용 수익률 차별화”,한국투자신탁운용에서 지난해 4월 선보인 △ACE 미국500데일리타겟커버드콜(합성) △ACE 미국반도체데일리타겟커버드콜(합성) △ACE 미국빅테크7... 코스콤 ETF 체크에 따르면 지난 14일 기준 최근 배당률은 △ACE 미국반도체데일리타겟커버드콜(합성) 1.26% △ACE 미국빅테크7+데일리타겟커버드콜(합성)...
1일 전,7시간 전,"나인테크, 주가 급등 배경?…한빛레이저·아이씨디·미래컴퍼니 등 유리...","인공지능(AI) 반도체 시장 선두 주자 엔비디아의 젠슨 황 최고경영자(CEO)는 17~21일(현지시간) 미국 캘리포니아 새너제이에서 세계 최대 AI 개발자 콘퍼런스인 'GTC 2025'를 연다.올해 GTC에서는 로봇과 자율주행차로 대표되는 물리 AI, 자율적으로 복잡한 작업을 수행하는 에이전틱 AI 등 다양한..."
1일 전,7시간 전,"씨케이솔루션, 코스피 상장 첫날 62%대 강세 [특징주]","주요 고객사로 삼성SDI, LG에너지솔루션, 현대차, SK 등을 확보하고 있으며, 데이터센터, 반도체, 바이오 등 산업 전방위로 고객사를 확대해나가고 있다. 씨케이솔루션은 지난 4일부터 이틀간 진행한 일반 투자자 대상 공모주 청약에서 1320.7대 1의 경쟁률을 기록했다. 15만 3400건의 청약 건수를..."
1일 전,6시간 전,이번 주 코스피 2500~2650 예상…윤 대통령 탄핵심판·美 행정부 통화정...,"젠슨 황 엔비디아 최고경영자(CEO)의 기조연설에 따라 반도체와 AI 관련주에 미칠 영향에 주목하고 있다. 오는 20일 열리는 미국 3월 FOMC 전반적인 방향에... 이번주 주목할 업종으로는 반도체와 유통, 음식료, 증권, 제약·바이오 등을 권했다. 한편, 이번 주부터는 넥스트트레이드(NXT)에서 거래 가능한 종목이..."
1일 전,6시간 전,"휴넷평생교육원, 학점은행제 3월 마지막 개강반 수강생 모집.. 올해 학위...","휴넷평생교육원의 직장인 수강생은 ""고등학교 졸업 후 바로 취업을 하여 휴넷평생교육원에서 경영 전문학사 학위를 취득 후 이직에 성공하여 반도체 계열의 회사에서 근무하고 있다""며 수강 후기를 남겼다. 한편, 휴넷평생교육원은 3월 개강반 수강생들을 위해 '3월 대개강, 역대급 혜택' 이벤트를 진행하고..."
1일 전,6시간 전,"반도체 수출 불황 길어진다 … 삼성전자, 믿을건 'HBM'","삼성전자는 HBM3E, DDR5 등 고부가 메모리 반도체 비중을 높여 수익성을 확보하겠단 계획이다. 17일 산업통상자원부‧과학기술정보통신부에 따르면 2월 반도체 수출은 96억5000만 달러로 전년 동기 대비 3% 감소했다. 범용 메모리 단가 하락, 낸드플래시 공정 전환으로 인한 감산 등의 영향이다...."
1일 전,6시간 전,"어플라이드 머티어리얼즈 코리아, ‘우리 하천 지킴이’ 5년 연속 후원",전세계 첨단 반도체 및 디스플레이를 위한 재료공학 솔루션 선도 기업 어플라이드 머티어리얼즈 코리아가 환경실천연합회와 업무협약(MOU)을 체결했다고 17일 밝혔다. 회사는 이를 통해 ‘우리 하천 지킴이’ 활동을 5년 연속 후원하며 지속가능한 미래를 위해 지역사회와 협업에 앞장선다는 입장이다. 우리...
1일 전,6시간 전,"씨케이솔루션, 코스닥 입성 ··· 냉동공조 분야 선도","또한 액침 냉각 기술을 활용한 냉동공조 분야와 클린룸에서 경쟁력을 구축하며 데이터센터, 방산, 반도체, 바이오/제약 등 다양한 분야로의 사업 확장을 추진하고 있다. 2024년 3분기 연결 기준 누적 매출은 1949억원, 영업이익 120억원, 당기순이익 98억 원을 달성했다. 씨케이솔루션 김유곤 대표는..."
1일 전,6시간 전,"‘코스피 데뷔’ 씨케이솔루션, 상장 첫날 40%대 상승","이 외에도 액침 냉각 기술을 활용한 냉동공조 분야와 클린룸에서 경쟁력을 구축하며 데이터센터, 방산, 반도체, 바이오/제약 등 다양한 분야로의 사업 확장을 추진하고 있다. 올해 3분기 연결 기준 누적 매출액은 1949억 원, 영업이익 120억 원, 당기순이익 98억 원을 달성했다. 김유곤 씨케이솔루션..."
1일 전,6시간 전,이번 주 코스피 2500~2650 예상…윤 대통령 탄핵심판·美 행정부 통화정...,"젠슨 황 엔비디아 최고경영자(CEO)의 기조연설에 따라 반도체와 AI 관련주에 미칠 영향에 주목하고 있다. 오는 20일 열리는 미국 3월 FOMC 전반적인 방향에... 이번주 주목할 업종으로는 반도체와 유통, 음식료, 증권, 제약·바이오 등을 권했다. 한편, 이번 주부터는 넥스트트레이드(NXT)에서 거래 가능한 종목이..."
1일 전,6시간 전,"“초가삼간 태울라”…경제8단체, 상법 거부권 촉구 공동성명 발표한다","있고, 반도체와 전기·전자 등 첨단산업은 중국에 대한 경쟁력을 빠르게 잃어가고 있다”며 “이 시기에 이사들이 신속한 경영판단을 못한다면... 앞서 경제8단체는 지난해 10월 공동성명에서 삼성전자가 1983년 반도체 진출 선언 이후 1987년까지 1400억원의 누적 적자를 기록한 점을 언급하며 “주주들이 이를 문제..."
1일 전,6시간 전,"美 ""상호관세 후 협상 통해 새 협정""…한국도 영향권","루비오 장관은 ""트럼프 대통령이 말하고자 하는 것은 두 가지""라며 ""첫째 알루미늄·철강·반도체·자동차 제조 등 핵심 산업에서 트럼프 대통령은 이들 산업을 보호하고 역량을 구축하려면 미국에서 생산할 수 있는 경제적 인센티브를 보장하는 것이라고 믿는다""라고 했다. 또 ""두 번째는 글로벌이다. 우리는..."
1일 전,6시간 전,"코스피 장 초반 2,600선 등정…삼성전자 4%대 강세","엔비디아의 개발자회의 'GTC 2025'에 대한 기대감에 삼성전자(4.3%), SK하이닉스(0.61%), 한미반도체(0.32%) 등 반도체주가 상승하고 있다. 시가총액 상위종목 중에서는 LG에너지솔루션(0.46%), 삼성바이오로직스(0.48%), 한화에어로스페이스(5.82%), NAVER(0.36%) 등이 오르고 있다. KB금융(0.64%), 신한지주(1.48..."
1일 전,6시간 전,"[이용웅 칼럼]미국의 한국 '민감국가' 지정, 정치가 외교를 집어삼키는...",""" 윤석열 대통령이 취임 후 한국을 첫 방문한 바이든 미국 대통령과 경기도 평택시 삼성전자 반도체공장 시찰한 뒤 연설하고 있다. / 사진=연합뉴스... 미국이 지정한 '민감국가'에 이름을 올리게 되면 원전(原電)은 물론 반도체, AI(인공지능), 양자, 바이오테크 등 첨단산업 분야까지 한미 협력관계는 중대한..."
1일 전,6시간 전,"경기도, 시군 특화산업 연계 융·복합 마이스 개최 기관 모집","이번 공모에는 로봇, 나노, 디스플레이, 신재생에너지, 반도체 등 경기도 전략·유망 산업이나 시군의 지역을 연계한 특화산업과 관련된 마이스 행사를 기획 중인 기업, 공공기관 등과 컨소시엄 형태를 구성한 경기도 31개 시군 혹은 행사 전문 민간기관 등이 참여할 수 있다. 도는 지원 단계를 ▲인큐베이팅..."
1일 전,6시간 전,원전·반도체 ‘직접 영향권’…정부는 “명단 빼는 게 중요” [민감국...,"다만 정부의 설명에도 미국과 첨단산업 분야에서 민관협력을 강조해 왔던 만큼 민감국가 철회가 불발될 경우 원전, 반도체, 인공지능(AI) 등에서... 최경진 가천대 법대 교수(한국인공지능법학회장)는 “이미 미국이 지난 바이든 정부 말기에 우리나라를 AI 관련 칩 등 전략물자 관련 관리 등급 중 가장..."
1일 전,6시간 전,"이재용, '독한 삼성인' 주문…"" '사즉생' 각오로 위기 대처해야""",실제로 주력 계열사인 삼성전자는 반도체 사업에서 범용(레거시) 메모리의 부진과 고대역폭 메모리(HBM) 납품 지연 등으로 작년 시장의 기대에 미치지 못하는 실적을 냈다. 삼성인력개발원이 주관하는 이번 세미나는 임원의 역할과 책임 인식 및 조직 관리 역할 강화를 목표로 경기 용인에 위치한 인력개발원...
1일 전,6시간 전,"대만 매체 ""삼성, 1.4nm 공정 계획 취소...TSMC와 격차 더 벌어지나""",4나노미터(nm·10억 분의1미터) 공정양산 계획이 취소될 것이라는 전망이 나오면서 세계 최대 파운드리(반도체 위탁생산)업체 대만 TSMC와 격차가 더... 그러면서 일본 반도체 스타트업 프리퍼드네트웍스(PFN)에 공급하기 위해 이를 제조할 예정이라고 덧붙였다. 아울러 미국의 제재로 ...
1일 전,6시간 전,"‘코스피 데뷔’ 씨케이솔루션, 상장 첫날 40%대 상승","이 외에도 액침 냉각 기술을 활용한 냉동공조 분야와 클린룸에서 경쟁력을 구축하며 데이터센터, 방산, 반도체, 바이오/제약 등 다양한 분야로의 사업 확장을 추진하고 있다. 올해 3분기 연결 기준 누적 매출액은 1949억 원, 영업이익 120억 원, 당기순이익 98억 원을 달성했다. 김유곤 씨케이솔루션..."
1일 전,7시간 전,"세계인이 주목하는 인천, 글로벌 관광도시 도약 시동","인천광역시는 글로벌 관광도시로의 도약을 목표로 개별 및 환승관광 집중 활성화, 웰니스 관광산업 육성, 바이오·반도체 등 전략산업과 연계한... 마이스(MICE) 산업에서도 글로벌 허브로 자리 잡기 위해 정부와 공동으로 바이오·반도체 등 인천 전략산업과 연계한 전시회를 집중 발굴·개최할 계획이다...."
1일 전,6시간 전,[시황] 외국인·기관 '동반 사자'에 코스피 2600선 탈환,이날 국내 증시에서는 반도체주가 상승세를 주도하고 있다. 이날부터 개최되는 엔비디아의 개발자 회의 ‘GTC 2025’에 대한 기대감이 반영된 것으로 풀이된다. 이에 따라 국내 대표 반도체주인 삼성전자와 SK하이닉스는 물론 한미반도체(1.14%) 등도 긍정적인 흐름을 이어가고 있다. 한지영...
1일 전,6시간 전,"美 미시간대 소비자심리, 2년 4개월 만에 최저…인플레이션 기대 급등","필라델피아 반도체지수도 3.27% 급등하며 반도체 관련주들이 강세를 나타냈다. 기업 실적 발표 앞두고 증시 변동성 지속 전망 한편, 증시 선물은 하락세를 보이며 시장 변동성이 여전히 크다는 점을 시사했다. 16일 다우존스 선물지수는 0.3% 하락했고, S&P500 선물과 나스닥 100 선물도 각각 0.4%, 0.5..."
1일 전,7시간 전,"코스피, 삼전·SK하닉 '급등'···장 초반 1%대 강세",엔비디아의 그래픽처리장치(GPU) 기술 콘퍼런스(GTC) 2025를 앞두고 삼성전자·SK하이닉스 등 반도체 종목의 급등과 방산·변압기·조선 종목의 동반 상승으로 코스피가 장 초반 1%대 강세를 보인다. 17일 오전 9시 33분 현재 코스피 지수는 전거래일보다 34.74p(1.35%) 상승한 2601.10에 거래되고...
1일 전,7시간 전,"삼성자산운용, AI와 채권 결합한 목표전환형 펀드 선봬","주식은 반도체/인프라, 소프트웨어, 로보틱스 등 AI 산업 핵심 분야에 집중 투자한다. AI 산업은 반도체, 빅데이터, 로봇 등으로 지속 성장이 예상되는 메가트렌드로 평가받으며, 글로벌 선도 기업인 엔비디아, 팔란티어, 테슬라 등의 대표 종목에 투자한다. 펀드는 28일까지 주요 은행 및 증권사에서..."
1일 전,7시간 전,"美, 상호관세 발효 후 양자협상도 시작...한∙미 FTA 전면 개정하나","첫째는 알루미늄, 철강, 반도체, 자동차 제조 등 핵심 산업이 미국에서 생산할 수 있는 경제적 인센티브를 보장하는 것과 둘째는 미국에 부과하는 것과... 협정 체결을 압박할 가능성이 크다. 미국은 자동차와 반도체, 철강·알루미늄 외에도 디지털경제 규제 해소와 약값, 쇠고기 수입 등을 거론하고 있다."
1일 전,7시간 전,테크윙 주가 본격 상승랠리?...글로벌 반도체 퀄 테스트 순항,"반도체 검사장비 전문 기업 테크윙 주가가 크게 오르고 있다. 17일 한국거래소에 따르면 이날 오전 9시52분 현재 8.71% 올라 3만 8700원에 거래되고 있다.... 글로벌 반도체 기업들을 대상으로 퀄 테스트를 진행, 해외 시장 진출에도 박차를 가하고 있다. 테크윙은 삼성전자에 HBM 검사장비인 '큐브 프로버'를 독점..."
1일 전,7시간 전,"SGC에너지, 국회·환경부 주요 관계자와 간담회 개최","여기에 더해 현재 생산하는 액화탄산의 순도를 한층 높여 반도체급 액화탄산 공급을 위한 설비 고도화도 추진하고 있다. 박준영 부회장은 ""SGC에너지는 CCU 사업을 비롯한 친환경 발전 사업으로 지속 가능한 미래 에너지 전환에 이바지하고 있다""면서 ""앞으로도 순환 경제 중심 사업 역량을 지속적으로..."
1일 전,7시간 전,"한국화이바 파트너 '에어로바이런먼트', 美 국방부 자폭드론 개발 업체...","납품에 한국화이바를 제1순위 협력 파트너로 인정한다는 내용이 담겼다. 한편, 한국화이바는 지난 2020년 반도체·디스플레이 장비 핵심부품 제조업체인 뉴파워프라즈마에 경영 지분을 넘기며 대주주를 변경했다. 에어로바이런먼트(AeroVironment)의 사·여단급 드론 모델 점프20.(사진=에어로바이런먼트)"
1일 전,7시간 전,"‘TDF·ETF 전성시대’ 하나운용, “월중 분배로 차별화···최저비용 S...","하나자산운용은 나스닥100·빅테크·반도체·인공지능(AI)·월배당 등 하나더넥스트/뉴시니어 등에 맞는 상품 출시하는 등 퇴직연금에 맞는 ETF에 집중할 예정이다. 하나자산운용은 지난해 ETF 브랜드를 ‘1Q ETF’로 리브랜딩하며, ETF상품 라인업을 적극적으로 확충하고 있다."
1일 전,7시간 전,"[단독] SK하이닉스, 차세대 저전력 낸드 개발",SK하이닉스가 저전력·고대역폭을 구현하는 신규 메모리 반도체 LPW(Low Power Wide I/O) 낸드플래시 개발에 착수했다. 온디바이스 인공지능(AI) 시장을 겨냥한 차세대 제품으로 기존 낸드플래시 대비 데이터 입출력(I/O) 수를 대폭 늘리는 방식으로 성능을 극대화할 전망이다. 17일 업계에 따르면...
1일 전,7시간 전,"블루포인트파트너스·LG유플러스, 50억원 벤처투자조합 결성","이용관 대표는 카이스트 물리학 박사 출신으로, 반도체 핵심기술인 플라즈마 장비 기업 플라즈마트를 창업해 성공적으로 엑시트한 경험을 보유하고 있다. 지난 2014년 블루포인트를 설립 후 20년 이상 딥테크 및 투자 분야에서 활동해 온 창업 선배다. 또한, 핵심 운용 인력으로는 투자본부의 김두성..."
1일 전,7시간 전,"곽동신 한미반도체 회장, 30억 자사주 취득…총 423억",곽동신 한미반도체 대표이사 회장이 30억원 규모 자사주 취득 계획을 17일 공시했다. 이날 금융감독원 전자공시시스템에 따르면 곽 회장이 취득 예정인 주식은 3만4170주다. 취득 단가는 8만7800원로 총 규모는 30억12만6000원이다. 취득 예정 시기는 내달 15일이다. 이번 취득 완료 땐 곽 회장은 2023년부터...
1일 전,7시간 전,"[단독] SK하이닉스, 차세대 저전력 낸드 개발",SK하이닉스가 저전력·고대역폭을 구현하는 신규 메모리 반도체 LPW(Low Power Wide I/O) 낸드플래시 개발에 착수했다. 온디바이스 인공지능(AI) 시장을 겨냥한 차세대 제품으로 기존 낸드플래시 대비 데이터 입출력(I/O) 수를 대폭 늘리는 방식으로 성능을 극대화할 전망이다. 17일 업계에 따르면...
1일 전,7시간 전,"블루포인트파트너스·LG유플러스, 50억원 벤처투자조합 결성","이용관 대표는 카이스트 물리학 박사 출신으로, 반도체 핵심기술인 플라즈마 장비 기업 플라즈마트를 창업해 성공적으로 엑시트한 경험을 보유하고 있다. 지난 2014년 블루포인트를 설립 후 20년 이상 딥테크 및 투자 분야에서 활동해 온 창업 선배다. 또한, 핵심 운용 인력으로는 투자본부의 김두성..."
1일 전,7시간 전,"곽동신 한미반도체 회장, 30억 자사주 취득…총 423억",곽동신 한미반도체 대표이사 회장이 30억원 규모 자사주 취득 계획을 17일 공시했다. 이날 금융감독원 전자공시시스템에 따르면 곽 회장이 취득 예정인 주식은 3만4170주다. 취득 단가는 8만7800원로 총 규모는 30억12만6000원이다. 취득 예정 시기는 내달 15일이다. 이번 취득 완료 땐 곽 회장은 2023년부터...
1일 전,6시간 전,"관세청, 2월 수출 525억달러, 한 달 만에 반등","특히 승용차와 유선통신기기의 수출 증가가 두드러진 반면, 반도체와 석유제품은 부진한 모습을 보였다. 승용차(18.8%)와 유선통신기기(10.2%)는 수출 증가를 이끌었으며, 미국(1.0%), 베트남(12.6%), 대만(79.6%) 등 주요 시장에서도 수출이 늘어났다. 반도체(△2.5%), 석유제품(△12.2%), 선박(△11.4%) 등은..."
1일 전,6시간 전,"삼성자산, 채권 60%·AI주 40% 목표전환형 펀드 출시","주식은 반도체/인프라, 소프트웨어, 로보틱스 등 성장성이 높은 AI 핵심 테마 관련 기업에 집중 투자해 성과를 높일 계획이다. 이 펀드의 목표 수익률은 7%로 설정되었으며, 목표 달성 후에는 전체 포트폴리오를 채권 및 채권형 ETF로 전환해 6개월 후 환매한다. 현재 주도적인 AI 산업을 크게 ..."
1일 전,6시간 전,"""삼성 저력 잃었다"" 질책한 이재용, 복합위기 타개 고삐 죄나","무엇보다 주력 계열사인 삼성전자가 반도체 사업 부진으로 휘청거리고 있다는 점이 문제다. 삼성전자 반도체 사업의 지난해 연간 영업이익은 15조1천억원으로, SK하이닉스(23조4천673억원)에 크게 못 미쳤다. 인공지능(AI) 시장 확대로 고부가 제품인 HBM이 급부상한 가운데 선제 투자로 HBM 시장을 선점한..."
1일 전,6시간 전,"SGC에너지, 탄소중립 혁신 기술로 온실가스 감축 속도낸다","여기에 더해, 현재 생산하는 액화탄산의 순도를 한층 높여 반도체급 액화탄산 공급을 위한 설비 고도화도 추진하고 있다. CCU 기술은 단계적 화석 연료 감축을 위한 현실적인 대안으로 꼽힐 만큼, 탄소중립 실현과 에너지 전환에 중요한 역할을 차지하고 있다. 특히, 다양한 제품에 탄소를 고정하는..."
1일 전,8시간 전,SK하이닉스 용인 팹 건설에 지역 레미콘 11사 참여,경기도 용인시 처인구 원삼면의 '용인 반도체클러스터 일반산업단지' 내 SK하이닉스 반도체 생산라인(팹·Fab) 건설에 용인 지역 11개 레미콘 업체가 자재를 공급한다. 용인시는 SK 하이닉스 반도체 공장 시공사인 SK에코플랜트가 기본 공사에 필요한 레미콘 자재를 지역 내 업체에서 공급받는다고 17일...
1일 전,8시간 전,"""TC본더 자신감"" 한미반도체 곽동신 회장, 30억 자사주 취득",한미반도체 곽동신 회장이 사재로 30억원 규모 자사주 취득에 나선다. 올해 들어서만 지난 2월에 이어 두 번째다. 17일 한미반도체에 따르면 곽 회장은 이날부터 오는 4월 15일까지 장내에서 자사주를 취득할 예정이다. 이번 취득을 마치면 곽 회장은 2023년부터 누적 423억원 규모로 자사주를 사재로...
