기준시간,원본시간,제목,미리보기
1일 전,2시간 전,"카카오게임즈, 벨루가와 두뇌 기능 향상 게임 ‘호두’ 퍼블리싱 계약","특히, 정밀한 인지기능 측정 결과에 AI 기술을 적극 활용해 이용자의 연령, 인지기능 상태에 따라 가장 적합한 개인화된 훈련 프로그램을 제공한다. 정밀 측정 기술과 개인화된 맞춤 훈련 프로그램을 통해 치매 고위험군의 고령층 사용자에게는 치매 예방 및 지연 효과를, 일반 사용자들에게는 두뇌 기능..."
1일 전,2시간 전,"GS25, 2025년 상반기 신입사원 공개채용 시작","채용절차는 ▲서류접수 ▲AI역량 검사 ▲1차 면접(캠퍼스 리크루팅 전형은 지역 대학에서 진행) ▲2차 면접(스펙초월 전형 합격자는 2차 면접으로) 및 채용 검진 등이 순차적으로 진행된다. 7월 중 최종 합격자 발표 및 입사 절차가 마무리될 예정이다. 정영태 GS리테일 인사총무본부장은 ""GS25 2025년 상반기..."
1일 전,2시간 전,"송도국제학교, 올해 9월 개교… 6~10학년 신입생 모집","이번 개교는 바이오와 인공지능(AI) 특성화 교육을 중심으로, 최첨단 시설과 맞춤형 커리큘럼을 통해 학생들의 미래 진로를 적극 지원하는 데... 이를 통해 학생들은 바이오, AI, 메디컬, 간호학 등 다양한 진로에 맞춘 심화 수업을 받을 수 있다. 또한 STEM(과학, 기술, 공학, 수학) 교육을 강화해..."
1일 전,2시간 전,"대구 달서구, 전국 최초 ‘주민 AI 아바타 앵커·기자 체험단’ 운영",대구 달서구가 주민이 직접 AI 아바타를 활용해 뉴스 진행을 체험하는 ‘주민 AI 아바타 앵커·기자 체험단’을 운영한다. 체험단에 참여하는 주민들은 AI 음성·영상 합성 기술을 활용해 가상의 뉴스룸에서 뉴스 앵커나 기자로 활동한다. 연령별·그룹별 맞춤형 뉴스 진행이 가능하며 뉴스 원고 작성부터 아바타...
1일 전,2시간 전,"박주화 대전시의원, 고령친화형 스마트도시 정책토론회 개최","원용숙 한국전자통신연구원 책임연구원은 ""스마트 기술의 발전이 고령층의 접근성을 제한하는 요소로 작용할 수 있다""며 AI, 로봇, 모빌리티 등의 스마트 기술을 활용한 고령자의 생활을 지원하는 방안을 제안했다. 박주화 의원은 “대전시 고령 친화 스마트도시 조성 및 지원 조례안을 제285회 임시회에 발의했다..."
1일 전,2시간 전,"이재명 대표, 美 민감국가 지정에 ""외교 참사이자 정부 실패""","민감국가로 분류되면 원자력과 AI 등 첨단기술 협력이 제한된다. 이달 10일 민감국가 목록에 한국이 포함됐다는 언론 보도가 나왔지만, 정부는 ""확인 중""이라고만 했다. 이 대표는 ""1년 안에 핵무장할 수 있다느니 또 핵무장을 해야 한다느니 하는 허장성세와 현실성 없는 핵무장론, 계엄을 선포한 상황이..."
1일 전,2시간 전,"호반그룹, '2025 호반 넥스트 스타트업공모전' 개최해 미래 성장 동력 확...","공모전 모집분야는 네 가지 부문으로 ▲스마트시티(건설로봇, 건설혁신, 에너지신기술, 건설신자재 등) ▲숙박/레저/유통(AI수요예측, 스마트골프장, 자원순환 등) ▲제조(스마트공장, 신재생에너지) ▲신사업(Ag-TECH, AI, 모빌리티, ESG 등)이다. 참가 희망 기업들은 오는 4월 7일까지 서울경제진흥원..."
1일 전,2시간 전,"GS25, 2025년 상반기 신입사원 공개채용","채용절차는 △서류접수 △AI역량 검사 △1차 면접(캠퍼스 리크루팅 전형은 지역 대학에서 진행) △2차 면접(스펙초월 전형 합격자는 2차 면접으로) 및 채용 검진 등이 순차적으로 진행된다. 7월 중 최종 합격자 발표 및 입사 절차가 마무리될 예정이다. 정영태 GS리테일 인사총무본부장은 ""GS25 2025년 상반기..."
1일 전,2시간 전,"호반그룹, ‘2025 호반 넥스트 스타트업공모전’ 개최해 미래 성장 동력...","공모전 모집분야는 네 가지 부문으로 ▲스마트시티(건설로봇, 건설혁신, 에너지신기술, 건설신자재 등) ▲숙박/레저/유통(AI수요예측, 스마트골프장, 자원순환 등) ▲제조(스마트공장, 신재생에너지) ▲신사업(Ag-TECH, AI, 모빌리티, ESG 등)이다. 참가 희망 기업들은 오는 4월 7일까지 서울경제진흥원..."
1일 전,3시간 전,EBS 맞춤형 학습지원 ‘AI 단추 플러스’ 개통,"교육부와 EBS는 17일 초·중·고교생 대상 인공지능(AI) 기반 자기주도 학습 지원시스템인 ‘인공지능(AI) 단추 플러스’를 개통했다. EBS AI 단추 플러스는 기존 AI 학습지원시스템인 단추(단계별 추천학습) 서비스를 고도화한 것으로, 심층학습(딥러닝) 알고리즘을 적용해 개인 맞춤형 서비스를 제공하며..."
1일 전,3시간 전,국토부 '2025년 스마트도시 조성·확산 사업' 공모... 국비 332억 지원,"이 사업은 인공지능(AI) 등 스마트 기술을 도시에 접목해 다양한 도시 문제를 해결하고, 스마트도시 산업을 활성화하는 것을 목표로 한다. 올해는... 윤영중 국토교통부 도시경제과장은 ""최근 AI와 자율주행 등 첨단 기술이 다양한 분야에서 빠르게 확산되고 있는 만큼, 이번 사업을 통해 국민들에게 더욱 편리한..."
1일 전,3시간 전,"HDC현대산업개발, 올해 도시정비 마수걸이 수주","HDC현대산업개발 관계자는 ""HDC현대산업개발을 믿어주신 조합원분들께 감사드린다""며 ""조합원분들의 믿음과 성원에 보답하기 위해 50여년간 축적된 안전·품질 기술과 AI와 DX(Digital Transformation, 디지털 전환)를 활용한 아이파크만의 기술 경쟁력을 바탕으로 지역을 대표하는 최고의 명품 단지를 선보일..."
1일 전,3시간 전,"라온로드, 한국산 AI 반도체로 태국 스마트시티 시장 진출",인공지능(AI) 플랫폼 전문기업 라온피플에 따르면 라온로드는 지난 15일 태국 정부사업 및 AI 프로젝트를 주력으로 하는 밀리어네리(Millionairee)와 태국 국회에서 업무협약을 체결했다. 라온로드와 밀리어네리 협약은 '태국 스마트시티 구축 및 글로벌 시장 확대'를 위한 전략적 사업제휴다. 라온로드는 한국산 ...
1일 전,3시간 전,"김병전 부천시의장, 중증장애인 AI 광고 현판식 참석","김병전 의장이 중증장애인 AI 광고 현판식에 참석, 인사말을 하고 있다. (사진=부천시의회) 부천시의회 김병전 의장이 14일 경기도장애인복지회 부천시지부에서 열린 중증장애인 AI 광고 디자인교육 현판식에 참석해 축하의 뜻을 전했다. 중증장애인 현수막 사업은 인공지능 기술을 활용해 장애인들이 현수막..."
1일 전,3시간 전,"한국제약바이오협회, 식품의약품안전평가원과 2기 코러스 출범","이번에 출범하는 제2기는 안전성·유효성, 품질, 동등성 3개 분야에서 AI기반 원료품질심사 등 11개 분과로 구성·운영하며, 1기보다 60여명 늘어난... 한국제약바이오협회는 ""코러스와 함께 앞으로도 현장과 지속적으로 소통하며 불합리한 기준을 개선하는 한편, 등 기술발전 수준을 반영한 가이드라인 등을..."
1일 전,3시간 전,[가장 보통의 투자] 불확실성이 사라지면 무엇이 돈이 될까,엔비디아는 현지시간 17~21일 미국 캘리포니아 산호세에서 세계 최대 AI 개발자 콘퍼런스인 ‘GTC 2025’를 개최한다. 엔비디아는 3월 20일을 ‘양자의 날(Quantum Day)’로 지정하고 양자 컴퓨팅의 현재 위치와 미래 전략을 제시한다고 밝혔다. 이밖에도 이번 행사에서는 로봇과 자율주행차로 대표되는 물리 ...
1일 전,3시간 전,[가장 보통의 투자] 불확실성이 사라지면 무엇이 돈이 될까,엔비디아는 현지시간 17~21일 미국 캘리포니아 산호세에서 세계 최대 AI 개발자 콘퍼런스인 ‘GTC 2025’를 개최한다. 엔비디아는 3월 20일을 ‘양자의 날(Quantum Day)’로 지정하고 양자 컴퓨팅의 현재 위치와 미래 전략을 제시한다고 밝혔다. 이밖에도 이번 행사에서는 로봇과 자율주행차로 대표되는 물리 ...
1일 전,3시간 전,"DN솔루션즈, 뉴로메카와 차세대 제어 시스템 공동개발","DN솔루션즈는 뉴로메카에 앞서 독일 공작기계용 CAD·CAM 소프트웨어 개발사 모듈웍스, 한국·미국 기반 인공지능(AI) 플랫폼 기업 카본블랙 등에 각각... 협동로봇·AMR(자율이동로봇) 등 각종 로보틱스, AI 등 첨단 기술도 맞춤형으로 활용해 고객이 스마트 팩토리를 구축하는 과정을 돕고 있다는 게 회사 측..."
1일 전,3시간 전,"“안방 여포 아니다”…K게임, ‘플랫폼·장르’ 다변화로 글로벌 출격","인조이는 언리얼 엔진5를 기반으로 제작된 실사 수준 그래픽과 인공지능(AI)을 활용한 자유도 높은 게임성이 특징이다. 이용자는 신적인 존재가 돼... 특히, 인조이에는 소형언어모델(SLM) 기반의 상호작용 가능한 캐릭터(CPC, Co-Playable Character), 모션 생성 기능, 3D 프린터 기능 등 크래프톤의 기술이..."
1일 전,3시간 전,"한국영상대, 제32주년 개교기념식 개최","특히 4차 산업혁명의 AI 시대에 발맞춰 실무 중심의 교육을 강화하고, 국내외 미디어 산업과의 협력을 통해 학생들이 글로벌 인재로 성장할 수 있도록 지원할 예정이다. 한편, 한국영상대학교는 개교 32주년을 기념하여 교내에서 향후 영상 콘텐츠 공모전, 미디어특강, 졸업생 초청 강연 등 다양한 행사를..."
1일 전,3시간 전,"더존비즈온, 제4인뱅 참여 철회…“혁신 금융 플랫폼 구축에 주력”","인공지능(AI)·데이터 분석 기술은 물론, 인터넷전문은행을 준비하면서 개발한 다양한 서비스 모델을 반영해 고객과 은행을 연결하는 비즈니스에... 회사 관계자는 “더존비즈온은 단기적 변동성 대신 장기적인 안정과 혁신을 선택했다”면서 “와 데이터 분석 기술을 반영한 금융 혁신과 글로벌 경쟁력 강화를..."
1일 전,3시간 전,"코어라인소프트, 美최대기업 3DR랩스와 협력강화…“현지 AI SW 공급 확대...",양사는 협력 강화 전략의 일환으로 인공지능(AI) 소프트웨어(SW) ‘에이뷰 CAC’(AVIEW CAC) 공급계약을 연장하기로 결정했다. 3DR 랩스는 1000개 이상의... 에이뷰 CAC는 전체 심혈관계 질환 사망 중 39.5%를 차지하는 관상동맥심장질환 진단 보조 SW다. 3DR 랩스는 최근 미국 내 심혈관 질환 진단 수요...
1일 전,3시간 전,"""3년내 AI에 밀려난다""…대규모 감원 폭탄 전망 나온 직종","생성 인공지능(AI)으로 인해 가장 많은 일자리가 줄어들 직종은 서비스·물류·인사관리(HR)라는 조사 결과가 나왔다. 글로벌 컨설팅 기업 맥킨지는 지난해 7월 세계 각국 기업 관계자 약 1400명에게 '향후 3년 사이 생성 AI로 인해 3% 이상 규모의 인원 감축이 예측되는 분야'를 묻자, 전체 응답자의 48%가..."
1일 전,3시간 전,"오산시, 2025 을사년 백년동행 소통한마당 개최","오산 도시공사 설립, 운암뜰 AI 시티 도시개발 프로젝트, 세교1지구 터미널부지 활용 및 예비군훈련장 개발, (舊)... We plan to reveal specific plans for revitalizing the local economy, such as the establishment of Osan Urban Development Corporation, the Unam Garden ..."
1일 전,3시간 전,"삼성전자-LG전자, '친환경' 경쟁…유럽 냉난방공조 시장 '격돌'(종합)",인공지능(AI)을 앞세운 다양한 HVAC 제품을 선보인다. ▲물탱크 탑재 가정용 히트펌프 '슬림 핏 클라이밋허브' ▲친환경 난방 시스템(EHS) 'EHS 모노 R290' ▲에어컨 '비스포크 AI 무풍콤보' 등을 공개한다. 또 사물인터넷(IoT) 서비스 '스마트싱스'를 비롯 기업(B2B)용 설루션 ▲냉난방 에너지 관리...
1일 전,3시간 전,"LG전자, 고효율 HVAC 솔루션으로 유럽 공조 시장 입지 강화",멀티브이 아이는 고성능 AI엔진을 통해 사람이 없을 땐 알아서 절전하고 상황에 따라 냉방 세기를 조절해 실내를 쾌적하게 해주면서 전기료 절감에 도움을 준다. LG전자는 지난해 말 글로벌 탑티어(Top-Tier) 종합 공조업체로의 보다 빠른 도약을 추진하기 위해 ES사업본부를 신설했다. 지난...
1일 전,3시간 전,"삼성전자-LG전자, '친환경' 경쟁…유럽 냉난방공조 시장 '격돌'(종합)",인공지능(AI)을 앞세운 다양한 HVAC 제품을 선보인다. ▲물탱크 탑재 가정용 히트펌프 '슬림 핏 클라이밋허브' ▲친환경 난방 시스템(EHS) 'EHS 모노 R290' ▲에어컨 '비스포크 AI 무풍콤보' 등을 공개한다. 또 사물인터넷(IoT) 서비스 '스마트싱스'를 비롯 기업(B2B)용 설루션 ▲냉난방 에너지 관리...
1일 전,3시간 전,"HDC현대산업개발, 4369억원 규모 원주 단계주공 재건축 수주","또 첨단 기술을 적용한 주차 시스템과 친환경 에너지 시스템도 갖추기로 했다. HDC현대산업개발 관계자는 ""지난 50여년간 축적한 안전·품질 기술과 인공지능(AI), 디지털전환(DX) 등 아이파크만의 기술 경쟁력을 바탕으로 지역을 대표하는 최고의 명품 단지를 선보일 것""이라고 말했다. 굿모닝경제"
1일 전,3시간 전,"건양대-논산시, 제3기 미래인재 양성교육 입교식 개최","미래인재 양성교육은 논산시에서 건양대, 논산·계룡교육지원청과 협력해 미래 사회에 필요한 소프트웨어(SW), 인공지능(AI), 가상화, 사이버보안 등 첨단기술 분야의 인재를 양성하기 위한 프로그램으로 건양대 SW중심대학의 AI·SW 인재 양성 및 지역사회로의 가치 확산 프로그램을 융합한 교육 프로그램이다...."
1일 전,3시간 전,"[Today Asset] 삼성자산운용, '삼성글로벌CoreAI목표전환형' 펀드 출시 外","◇삼성자산운용, '삼성글로벌CoreAI목표전환형' 펀드 출시 삼성자산운용이 인공지능(AI) 핵심 기업에 투자하는 '삼성글로벌CoreAI목표전환형' 펀드를 출시한다고 17일 전했다. 이 펀드는 AI 생태계 내 주요 산업에 집중 투자하면서도 채권 비중을 안정적으로 유지해 투자 안정성을 높인 상품이다...."
1일 전,2시간 전,AI 기반 ‘블랙아이스 모니터링 시스템’ 도입… 도로 결빙 사고 예방 ...,"겨울철 도로 결빙으로 인한 교통사고 위험을 줄이기 위한 ‘AI 블랙아이스 모니터링 시스템(AiBS, 아이비에스)’이 본격적인 도입을 앞두고 있다. 이 시스템은 AI 영상분석과 자체 개발한 노면 정보 센서, 기상 정보를 종합해 도로 결빙 상태를 실시간으로 감지하고, 운전자에게 시각∙청각 경고 신호를 제공해..."
1일 전,2시간 전,'세계보안엑스포 & 전자정부 정보보호 솔루션 페어' 19일 개막,"특히, 이번 전시회는 AI 기술이 산업 전반에 적용되고 중국의 '딥시크(DeepSeek)' 충격으로 AI 보안의 중요성이 더욱 부각되는 현 시점에서 AI를 활용한 스마트 통합관제와 위협 탐지 및 방어 시스템 구축을 위한 AI 기반 보안 시스템을 중점적으로 전시할 예정이라 눈길을 끈다. 이날 개막식에는 SECON & eGISEC..."
1일 전,2시간 전,"호반그룹, '2025 호반 넥스트 스타트업공모전' 개최","공모전 모집분야는 네 가지 부문으로▲스마트시티(건설로봇, 건설혁신, 에너지신기술, 건설신자재 등) ▲숙박·레저·유통(AI수요예측, 스마트골프장, 자원순환 등) ▲제조(스마트공장, 신재생에너지) ▲신사업(Ag-TECH, AI, 모빌리티, ESG 등)이다. 참가 희망 기업들은 오는 4월 7일까지 서울경제진흥원..."
1일 전,2시간 전,GS25 상반기 신입사원 공개채용..'스펙초월' 전형 도입,"채용절차는 △서류접수 △AI역량 검사 △1차 면접(캠퍼스 리크루팅 전형은 지역 대학에서 진행) △2차 면접(스펙초월 전형 합격자는 2차 면접으로) 및 채용 검진 등이 순차적으로 진행된다. 7월 중 최종 합격자 발표 및 입사 절차가 마무리될 예정이다. 정영태 GS리테일 인사총무본부장은 ""GS25 2025년 상반기..."
1일 전,3시간 전,"진우에이티에스, 'AI 블랙아이스 모니터링 시스템' 경북 봉화군 상습결...","위한 ‘AI 블랙아이스 모니터링 시스템(AiBS, 아이비에스)’을 경북 봉화군 상습결빙구간에 설치했다고 밝혔다. 해당 시스템은 고객사의 공급 요청에 따라 도로 결빙 상태를 실시간으로 모니터링하고, 운전자에게 경고 신호를 전달하는 역할을 수행하고 있다. 아이비에스는 영상분석, 자체 개발한 노면 정보..."
1일 전,3시간 전,"HDC현산, 원주 단계주공 재건축 수주","HDC현대산업개발 관계자는 ""HDC현대산업개발을 믿어주신 조합원분들께 감사드린다""라며, 조합원분들의 믿음과 성원에 보답하기 위해 50여 년간 축적된 안전·품질 기술과 AI와 DX(Digital Transformation, 디지털 전환)를 활용한 아이파크만의 기술 경쟁력을 바탕으로 지역을 대표하는 최고의 명품 단지를..."
1일 전,2시간 전,[인사] 서울미디어그룹,◇이뉴스투데이 ▲생활경제부 부장대우 고선호 AI타임스
1일 전,2시간 전,"박주화 대전시의원, 스마트 고령친화도시 정책 방향 논의","지적하며, AI와 센싱 기술을 활용한 데이터 기반 도시 관리 방안을 제안했다. 염인섭 대전세종연구원 책임연구위원은 대전시의 고령화 현황을 분석하며, 고령층의 지역별 분포와 특성을 고려한 맞춤형 인프라 조성이 필요하다고 주장했다. 원용숙 한국전자통신연구원 책임연구원은 , 로봇, 모빌리티 등의..."
1일 전,2시간 전,"경력보유여성의 커리어 점프!! 경남도, 맞춤형 직업교육훈련 실시","특히, 올해는 AI기반 영상콘텐츠 제작 전문가 양성과정, AI디지털 전문강사 양성 등 미래유망직종 교육 및 방위산업 기술 인력양성 과정, 조선업 세무회계 전문가 과정 등 지역 주력 산업 연계 과정 신설로 경력보유여성의 직무 역량을 강화하고, 전문 인력으로 성장할 수 있도록 지원할 계획이다. 또한..."
1일 전,2시간 전,취업자 2029년부터 감소…2033년 추가 필요인력 82만1000명,"노동시장 진입을 촉진하고, 업종·직종별 변화에 대응하는 맞춤형 정책을 수립할 것을 권고했다. 고용정보원은 정책적 대응을 지원하기 위해 단기(1년) 전망을 신설하는 등 중장기 인력수급 전망을 고도화하고, 이 과정에서 인공지능(AI) 등 기술변화와 자동화 등이 고용에 미치는 영향도 고려할 계획이다."
1일 전,2시간 전,"곽동신 한미반도체 회장 ""한화세미텍, SK하이닉스 수주 소량 그칠 것""","공급을 확대하기 위해 인천 서구 주안국가산업단지에 총 8만9530㎡ 규모의 반도체 장비 생산 클러스터를 갖춘다. 지난 1월 착공한 7공장은 연내 완공할 예정으로, 올해 출시 예정인 AI 2.5D 패키지용 빅다이 TC본더, 차세대 HBM4 생산용 신제품인 플럭스리스 본더, 하이브리드 본더 등을 생산할 계획이다."
1일 전,2시간 전,"AI가 학생별 학습분석부터 평가까지…교육부, ‘단추 플러스’ 개통","EBS AI 학습지원시스템 서비스 개통 학생별 맞춤형 자기주도학습 지원 'EBS AI 단추 플러스' 고교 서비스 첫 화면/교육부 제공 교육부가 인공지능(AI)을 활용한 학생 개별 맞춤형 학습 서비스를 선보인다. 기존 제공하던 학습지원 기능을 넘어 학생 개별 진단평가부터 수준별 학습, 최종평가에 이르는 일련의..."
1일 전,2시간 전,"한국동서발전, UNIST와 손잡고 인재 양재 추진…“산·학 협력 실무형 연...","한국동서발전은 울산과학기술원(UNIST) 산업공학과와 함께 빅데이터·인공지능(AI)을 활용해 현업 문제를 해결하고 새로운 가치를 창출하는 협력... 이를 통해 동서발전은 인공지능(AI)과 데이터 기반의 혁신적 해결책을 도출하고, 학생들은 실무형 프로젝트를 통해 기업과 협력하며 실무 역량을 키우게 된다...."
1일 전,2시간 전,"재계, 주총 시즌 개막...'주주 환원·경영권·사외이사 전문성' 화두",삼성전자는 특히 주총장에 올해 상반기 출시 예정인 인공지능(AI) 컴패니언 로봇 볼리를 비롯해 △AI홈 △차세대 디스플레이 △갤럭시 AI △의료기기 △하만 전장과 오디오를 전시할 계획이다. 현대차는 정의선 현대차그룹 회장을 사내이사로 재선임한다. 또 진은숙 ICT담당 부사장을 현대차 최초의 여성...
1일 전,2시간 전,"GS25, 2025년 상반기 신입사원 공개채용…'스펙초월 전형' 도입","채용절차는 ▲서류접수 ▲AI역량 검사 ▲1차 면접 ▲2차 면접 및 채용 검진 등이 순차적으로 진행된다. 최종 합격자 발표와 입사 절차는 오는 7월 중 마무리될 예정이다. GS리테일 관계자는 ""공정하고 혁신적인 방식으로 유통업계의 새로운 변화를 이끌어갈 인재를 선발하는 데 중점을 두고 있다""며..."
1일 전,2시간 전,"LG전자, 고효율 HVAC 솔루션으로 유럽 공조 시장 입지 강화",멀티브이 아이는 고성능 AI엔진을 통해 사람이 없을 땐 알아서 절전하고 상황에 따라 냉방 세기를 조절해 실내를 쾌적하게 해주면서 전기료 절감에 도움을 준다. LG전자는 지난해 말 글로벌 탑티어 종합 공조업체로의 보다 빠른 도약을 추진하기 위해 ES사업본부를 신설했다. 지난 7월 독일 프랑크푸르트에...
1일 전,2시간 전,"강화군, 내년 국비 2618억원 목표... 올해보다 671억원 늘어","인천투데이=인투아이(INTO-AI)·김도윤 기자｜인천 강화군(군수 박용철)이 2026년도 국고보조금 확보를 위한 보고회를 개최하고 본격적인 전략 수립에... 공모사업 선정은 군의 최우선 과제""라며 ""보조금 확보 등을 위해 최선을 다하겠다""라고 말했다. ※ 이 기사는 프로그램 클로드3.7을 활용해 작성했습니다."
1일 전,2시간 전,"산업부, 기회발전특구 인력양성 지원…대구 첨단제조·경북 바이오산업...","산업부는 이를 통해 제조산업 인공지능(AI) 및 데이터 분석(대구), 바이오 의약품 제조 및 품질관리(안동) 분야 인력 확보 및 지역인재 역량 강화를 꾀한다는 복안이다. 오승철 산업부 산업기반실장은 ""기회발전특구 투자 기업의 성공적 정착을 위해서는 투자 지역에서의 안정적 인력 공급이 최우선""이라며..."
1일 전,2시간 전,D램·낸드 가격 상승…'반도체의 봄' 일찍 오나,"<기자> 엔비디아가 주최하는 세계 최대 AI 개발자 컨퍼런스인 GTC 2025에 삼성전자와 SK하이닉스 모두 참가합니다. 삼성전자와 SK하이닉스는 최신 HBM 제품 실물을 포함해 솔리드 스테이트 드라이브(SSD) 등 AI에 필수적인 메모리를 전시하고, ' 메모리'를 주제한 발표도 준비하고 있습니다. 이번 컨퍼런스에는..."
1일 전,2시간 전,"교육부, AI로 학생별 맞춤형 학습 지원…‘단추 플러스’ 개통","EBS AI 단추 플러스 고교 서비스 첫 화면. 앞으로는 초·중·고교생들이 인공지능으로 맞춤형 자기주도학습을 지원받을 수 있게 됐다. 교육부와 한국교육방송공사는 3월 17일, 초·중·고교생 대상 인공지능(AI) 기반 자기주도 학습 지원시스템인 ‘인공지능() 단추 플러스’를 개통한다고 밝혔다. EBS ‘인공지능..."
1일 전,2시간 전,"[특징주] 아이에스티이, SK하이닉스 차세대 저전력 낸드 개발…퀄테스트...",온디바이스 인공지능(AI) 시장을 겨냥한 차세대 제품으로 기존 낸드플래시 대비 데이터 입출력(I/O) 수를 대폭 늘리는 방식으로 성능을 극대화할... 이를 통해 AI추론 등 고성능이 요구되는 영역에서 새로운 메모리 솔루션을 제공하겠단 전략이다. LPW 낸드플래시는 최근 미국 메모리 제조사 샌디스크가...
1일 전,2시간 전,"이재명, 오는 22일 저녁 유발 하라리와 AI 주제로 대담",민주당은 17일 이 대표가 8년 만에 한국을 찾은 하라리 교수와 국회 사랑재에서 만나 90분간 인공지능(AI)의 발전과 이에 대한 인류의 대응을 놓고 대담을 진행한다. 대담 내용은 1부와 2부로 나뉘어 생중계된다. '사피엔스'로 알려진 하라리 교수는 를 주제로 한 신간 넥서스를 최근 내놨다. 이번 대담에서는...
1일 전,2시간 전,"호반그룹, '호반 넥스트 스타트업공모전' 개최…성장 동력 확보","공모전 모집분야는 ▲스마트시티(건설로봇, 건설혁신, 에너지신기술, 건설신자재 등) ▲숙박/레저/유통(AI수요예측, 스마트골프장, 자원순환 등) ▲제조(스마트공장, 신재생에너지) ▲신사업(Ag-TECH, AI, 모빌리티, ESG 등)이다. 참가 희망 기업들은 오는 4월 7일까지 서울경제진흥원 '스타트업플러스'를 통해..."
1일 전,2시간 전,"한국제약바이오헬스케어연합회, 26일 '2025 첨단바이오헬스산업 포럼' 개...","이번 포럼은 '국회 AI와 우리의 미래', 최보윤 국회의원(국민의힘), 한국제약바이오헬스케어연합회가 공동으로 주최하고, 연합회 회원 8개 단체가 주관해 '첨단바이오헬스 산업의 미래 : AI 디지털 시대와 의료데이터, 글로벌 경쟁 전략'을 대주제로 발표와 토론이 있을 예정이다. 연합회는 국내..."
1일 전,2시간 전,D램·낸드 가격 상승…'반도체의 봄' 일찍 오나,"<기자> 엔비디아가 주최하는 세계 최대 AI 개발자 컨퍼런스인 GTC 2025에 삼성전자와 SK하이닉스 모두 참가합니다. 삼성전자와 SK하이닉스는 최신 HBM 제품 실물을 포함해 솔리드 스테이트 드라이브(SSD) 등 AI에 필수적인 메모리를 전시하고, ' 메모리'를 주제한 발표도 준비하고 있습니다. 이번 컨퍼런스에는..."
1일 전,2시간 전,"호반그룹, '호반 넥스트 스타트업공모전' 개최…성장 동력 확보","공모전 모집분야는 ▲스마트시티(건설로봇, 건설혁신, 에너지신기술, 건설신자재 등) ▲숙박/레저/유통(AI수요예측, 스마트골프장, 자원순환 등) ▲제조(스마트공장, 신재생에너지) ▲신사업(Ag-TECH, AI, 모빌리티, ESG 등)이다. 참가 희망 기업들은 오는 4월 7일까지 서울경제진흥원 '스타트업플러스'를 통해..."
1일 전,2시간 전,소상공인·중소기업도 첨단 기술 활용·에너지 요금 감면 추진,"이로써 디지털화 지원, 인공지능(AI), 기술 활용, 에너지 효율화 지원이 지속 가능하도록 법적 근거가 마련됐다. 국회 산업통상자원중소벤처기업위원회... 최근 소상공인인 경영 환경이 어려워 소비자 요구 충족과 비용 절감을 위한 AI 기술 활용, 디지털화 및 에너지 효율화 등에 포함돼 있지 않아 경쟁력 강화에..."
1일 전,2시간 전,"강원테크노파크, '국제의료기기·병원설비전시회' 참가","이 공동관에선 AI 및 IoT 기반 스마트 진단 폐활량계를 개발한 '브레싱스', 현장형 체외진단 의료기기를 개발하는 '스몰머신즈', 포터블 엑스레이 기기와 AI 의료 소프트웨어를 보유한 '오톰', 의료용 디지털 영상 진단 및 모니터링 시스템을 개발하는 '포유' 등이 기술력을 선보일 예정이다. 강원TP는..."
1일 전,2시간 전,"방통위, 방송통신 공공데이터 공모전 첫 개최",김영관 기획조정관은 “인공지능(AI) 시대를 견인하는 핵심 원동력이 될 방송통신 공공데이터를 활용해 실용적이고 창의적인 아이디어와 참신한 활용 수기 등 우수한 작품이 많이 출품되기를 바란다”고 말했다. 공모전과 관련한 보다 자세한 사항은 방통위 공공데이터 공모전 공식 카페(cafe.naver.com...
1일 전,2시간 전,"[게시판] 제약바이오협회·식약처, 제2기 의약품 심사소통단","제2기는 안전성·유효성, 품질, 동등성 3개 분야에서 인공지능(AI) 기반 원료 품질심사 등 11개 분과로 구성·운영된다. 주요 추진 과제는 인공지능을 활용한 원료 불순물 평가시스템 구축, 임상 및 동등성 시험 심사방안 국제조화 등이다. (서울=연합뉴스)"
1일 전,2시간 전,"한국제약바이오헬스케어연합회, 26일 '2025 첨단바이오헬스산업 포럼' 개...","이번 포럼은 '국회 AI와 우리의 미래', 최보윤 국회의원(국민의힘), 한국제약바이오헬스케어연합회가 공동으로 주최하고, 연합회 회원 8개 단체가 주관해 '첨단바이오헬스 산업의 미래 : AI 디지털 시대와 의료데이터, 글로벌 경쟁 전략'을 대주제로 발표와 토론이 있을 예정이다. 연합회는 국내..."
1일 전,2시간 전,"카카오게임즈, 벨루가와 두뇌 기능 향상 게임 '호두' 퍼블리싱 계약 체...","특히, '호두(hodoo)'는 정밀한 인지기능 측정 결과에 AI 기술을 적극 활용하여 이용자의 연령, 인지기능 상태에 따라 가장 적합한 개인화된 훈련 프로그램을 제공한다. 정밀 측정 기술과 개인화된 맞춤 훈련 프로그램을 통해 치매 고위험군의 고령층 사용자에게는 치매 예방 및 지연 효과를, 일반..."
